"Practise","Cost"
"Y00151",72891.6100000001
"C81016",72888.67
"J83063",72865.3600000001
"A83027",72838.35
"N81021",72836.2399999999
"P83006",72824.4
"P84663",72811.7199999999
"L84071",72799.8800000001
"C84129",72760.6900000001
"P92001",72736.7
"B81035",72723.21
"F81150",72696.4799999999
"D81060",72653.53
"A89018",72646.63
"M85025",72616.5900000001
"F81163",72607.79
"M88022",72602.22
"B85652",72554.3599999999
"L85028",72527.6200000001
"A81018",72518.04
"P81147",72516.38
"P81011",72515.01
"D82098",72506.73
"A89003",72496.6199999999
"F84105",72491.7600000001
"A83075",72489.96
"G85045",72469.44
"P81046",72451.13
"K81032",72412.97
"N81101",72410.23
"L81101",72410.06
"P81045",72404.34
"M85155",72376.13
"E82094",72368
"J81031",72331.9199999999
"M91009",72299.0799999999
"B86039",72285.9599999999
"E87013",72283.6899999999
"D81047",72257.3500000001
"A88023",72249.62
"P92012",72242.18
"L84018",72203.97
"C88090",72126.74
"J83017",72111.41
"F83055",72088.76
"B82077",72075.4300000001
"P91625",72057.1400000001
"L81077",72035.48
"E85685",72032.3899999999
"P84652",71985.9499999999
"M82017",71983.54
"G81687",71977.02
"H81618",71959.85
"L81102",71948.84
"C81096",71930.7499999999
"C83046",71928.32
"E82657",71910
"L84031",71904.82
"F86032",71893.61
"F84010",71858.29
"C82100",71831.85
"A82070",71811.81
"F81679",71745.1300000001
"E85745",71740.4000000001
"G84005",71728.6100000001
"C86033",71688.2399999999
"G82030",71678.73
"E82011",71674.26
"B86056",71664.8599999999
"L81070",71658.74
"M81027",71571.61
"H81057",71559.72
"K82633",71544.14
"C85619",71530.77
"H84055",71516.65
"L83138",71446.8800000001
"A84016",71436.1700000001
"A82072",71425.4600000001
"G84018",71421.48
"G82147",71398.29
"L84046",71384.03
"A82075",71355.2999999999
"H84010",71340.42
"E82021",71323.2400000001
"F81098",71300.64
"N81080",71286.48
"N82097",71271.33
"C81075",71245.8599999999
"C88095",71210.96
"B82022",71199.66
"P89030",71186.19
"H81099",71184.6
"L81071",71157.26
"E85019",71156.88
"H84623",71114.82
"L84030",71071.03
"J82669",71068.38
"B82048",71065.02
"C84122",71057.28
"J81032",71032.43
"M92040",71022.11
"C84090",71020.3000000001
"Y01050",71016.37
"A82623",70897.02
"D83608",70892.61
"J81024",70882.5
"E87047",70857.96
"C84067",70857.54
"M81033",70847.17
"J82001",70809.46
"C82044",70808.41
"L83122",70783.32
"L83128",70777.1
"A81014",70776.02
"M89020",70747.17
"F86011",70736.0399999999
"M85047",70733.64
"F81015",70718.96
"M83016",70717.2199999999
"G85023",70670.17
"E86027",70656.5200000001
"G85095",70652.74
"G85054",70645.56
"L81094",70639.7000000001
"N81049",70633.33
"G82230",70594.42
"P84014",70559.58
"B82101",70550.2499999998
"F85020",70506.8999999999
"E82034",70470.0600000001
"C82098",70468.58
"L83081",70409.2699999999
"E84032",70382.1
"J81038",70363.1100000001
"H81656",70338.9199999999
"F84119",70319.94
"D81058",70314.71
"J83013",70284.19
"H81103",70277.6399999999
"G81098",70239.06
"D83080",70220.38
"N81038",70192.66
"A81049",70192.0700000001
"M85103",70179.57
"C81026",70119.24
"M84050",70109.05
"K82005",70094.87
"M86045",70052.45
"H84039",70051.29
"M92043",70000.32
"G82187",69973.23
"L84067",69961.44
"C85024",69954.5999999999
"N81017",69909.8200000001
"N83030",69892.38
"G85124",69889.18
"D83076",69872.26
"B86089",69853.57
"M83066",69832.2199999999
"M86027",69808.69
"E86010",69794.51
"C82034",69784.8499999999
"J81016",69776.6
"L81041",69736.5
"H82010",69720.6799999999
"B83054",69707.03
"C83006",69703.7
"F82016",69680.57
"L82053",69667.68
"H85087",69664.79
"M86019",69647.33
"G81027",69638.76
"C83055",69636.1899999999
"G82064",69623.87
"P85014",69622.19
"P91603",69614.75
"H82094",69612.28
"E84039",69584.6799999999
"P81109",69571.13
"H81077",69502.72
"J81052",69477.8
"P81038",69463.79
"J83059",69441.47
"M85715",69438.04
"K84016",69424.4300000001
"E84017",69378.34
"P85002",69364.25
"H85101",69320.6299999999
"P81646",69310.24
"J82207",69309.55
"L84016",69273.92
"P87654",69250.24
"M92654",69242.42
"C84140",69223.33
"P81035",69220.03
"M92031",69217.8099999999
"M81093",69200.06
"M86023",69183.55
"J81625",69144.4
"C87020",69123.76
"G82055",69114.74
"C84091",69049.02
"M81065",69037.86
"N83060",69035.21
"A82030",69031.5199999999
"A89022",69026.44
"E84709",68961.0700000001
"F85009",68939.25
"P89011",68925.39
"C86611",68809.7399999999
"C82667",68808.04
"L83047",68799.4700000001
"M85041",68793.3400000001
"C84003",68766.99
"J82201",68725.5
"K84058",68706.22
"M86624",68700.8
"F83012",68677.93
"P81695",68674.81
"M84061",68653.4000000001
"E82109",68635.3700000001
"E82079",68596.99
"K84013",68594.21
"L83137",68590.08
"C83080",68576.5
"D81085",68574.79
"H85028",68567.77
"G85065",68552.59
"M82023",68551.91
"D83081",68539.7099999999
"A84002",68538.53
"E86009",68498.7900000001
"B82043",68490.35
"L85034",68485.2300000001
"C82082",68483.96
"E86036",68473.93
"L82059",68472.1799999999
"B83016",68469.22
"B83660",68460.66
"B83019",68430.2
"F82028",68377.57
"E85128",68368.41
"F81215",68354.35
"C82076",68345.47
"P84678",68344.1
"G83052",68333.9299999999
"F82010",68325.6100000001
"B85055",68303.43
"L82058",68302.16
"M87026",68285.26
"C84072",68276.31
"L83076",68260.7299999999
"N85058",68250.7599999999
"A89008",68243.74
"L81081",68235.65
"A85018",68202.55
"C82058",68186.83
"P84022",68171.0800000001
"C81092",68130.85
"N85011",68099.37
"M86012",68096.99
"D82086",68060.39
"F83045",68020.77
"G82604",68000.3499999999
"J83625",67992.66
"N83053",67976.28
"A85023",67967.55
"C86616",67960.1200000001
"B87032",67952.65
"E84018",67941.21
"C81115",67934.85
"P84070",67905.73
"F85032",67894.5699999999
"J82084",67889.16
"N84035",67846.92
"N85048",67825.64
"N85004",67817.89
"H82033",67815.74
"M88040",67762.34
"C84619",67749.58
"L84049",67747.5699999999
"P81748",67727.42
"P89023",67710.87
"K82006",67684.78
"M85736",67637.69
"H83014",67632.66
"A81631",67619.85
"G82012",67601.99
"P82607",67581.67
"P81010",67564.44
"F81035",67564.3300000001
"F84052",67560.5600000001
"C88076",67548.7
"E84004",67536.53
"H82021",67527.17
"A86006",67516.17
"E86006",67501.46
"M83007",67484.1399999999
"P83020",67461.48
"F81214",67458.03
"L84070",67428.4199999999
"M91021",67398.3
"M85116",67363.83
"L84054",67356.48
"C84030",67310.33
"F86026",67288.52
"G81662",67281.14
"J81074",67256.4
"L85062",67250.17
"E86005",67245.74
"N82116",67244.46
"E81002",67243.94
"M83013",67241.99
"M89027",67226.94
"A88025",67208.69
"P91004",67201.49
"F84640",67189.23
"C88040",67175.26
"L81073",67154.21
"K84613",67146.02
"P84061",67140.4
"F84724",67139.57
"D82069",67102.66
"F86691",67097.83
"F81084",67092.4599999999
"F81011",67088.6599999999
"K82022",67071.28
"E82661",67071.22
"M83627",67030.78
"N81111",67019.64
"K81054",66994.65
"B85011",66986.4
"E81026",66969.67
"P91029",66948.42
"F81221",66915.62
"E82130",66913.3100000001
"P88001",66907.19
"L83023",66892.5499999999
"Y03430",66872.2900000001
"P88044",66851.7099999999
"H84032",66844.83
"F83002",66820.09
"F81716",66789.79
"M88021",66733.52
"C88079",66710.2500000001
"D82010",66707.14
"C86032",66696.68
"B82067",66687.74
"A88009",66675.55
"G83065",66644.55
"G83007",66611.98
"N81031",66593.88
"F83006",66526.0799999999
"L83010",66513.16
"G85031",66505.3
"M92044",66498.6
"C82094",66497.15
"G84040",66472.72
"A81029",66467.5
"P81622",66434.98
"E84080",66412.23
"E81024",66391.26
"F81046",66387.31
"A81622",66312.51
"P88623",66269.3
"A82049",66269.16
"M84049",66235.32
"L81643",66230.66
"J81025",66215.45
"K82050",66214.68
"B81082",66212.84
"P86619",66208.19
"G81065",66177.0000000001
"L83026",66169.97
"C84081",66167.61
"G85041",66135.0699999999
"P83029",66131.26
"Y00486",66081.84
"M85123",66071.85
"M92029",66028.62
"M83067",66020.4
"K84047",66017.23
"B82030",65978.7999999999
"L83132",65974.82
"M89004",65974.54
"C82032",65963.3100000001
"P86026",65929.11
"H81104",65878.09
"F81020",65875.73
"L81122",65872.28
"A84047",65869.2999999999
"C84658",65867.33
"H82089",65857.99
"M85113",65853.86
"G82075",65833.97
"E82104",65790.69
"N81083",65787.31
"C88088",65712.07
"L81632",65665.12
"M89006",65626.51
"H82615",65625.44
"E85058",65594.26
"P86001",65593.1399999999
"M88023",65569.51
"L81023",65566.75
"K82078",65549.5099999999
"F84682",65545.2700000001
"M83713",65534.4299999999
"A89012",65526.56
"G85025",65513.32
"G81083",65455.35
"A89031",65446.3
"L83070",65435.7899999999
"F83623",65396.8100000001
"A82028",65354.09
"N82026",65322.69
"M82058",65313.18
"J81039",65299.94
"G81614",65284.76
"D82049",65275.2999999999
"B86093",65270.99
"J83053",65254.22
"N85009",65188.52
"K81055",65183.5
"P83623",65178.9599999999
"G82218",65160.98
"E81034",65160.0899999999
"G82227",65148.64
"N81117",65147.69
"B86068",65146.73
"H83012",65115.98
"F81082",65106.28
"E85719",65049.93
"M85053",65049.06
"E83034",65020.87
"G85662",65017.26
"J82106",65007.53
"G84001",64988.83
"N82078",64987.9199999999
"M91034",64981.98
"L84003",64977.9
"P81212",64977.84
"E85107",64953.9799999999
"F84718",64941.5
"M85111",64935.03
"N83055",64925.97
"F82649",64915.69
"H82643",64910.41
"E86017",64908.49
"E82098",64904.61
"Y02625",64895.63
"M91003",64841.1999999999
"H83019",64832.69
"C88033",64829.5
"A82064",64785.68
"L82015",64783.91
"F86028",64778.1
"E84013",64719.88
"J82096",64716.84
"E82133",64709.94
"G82215",64668.56
"M82044",64630.44
"C84042",64613.64
"B83626",64609.93
"M81089",64588.69
"C88032",64578.53
"G82704",64558.72
"P85001",64539.27
"C86614",64535.72
"J83646",64522.82
"D83064",64486.65
"P81755",64476.46
"J82175",64462.87
"C81649",64450.01
"F81029",64427.46
"E84685",64410.9800000001
"M86020",64401.17
"F81155",64379.33
"J82054",64365.51
"G83069",64317.06
"E85605",64313.93
"C88087",64313.51
"D82613",64303.99
"Y02121",64287.49
"K83610",64284.4000000001
"L83075",64262.94
"M91032",64259.62
"P86606",64257.23
"H85011",64238.78
"A85017",64232.16
"A87022",64226.3100000001
"D81036",64205.36
"M84068",64169.5299999999
"B85005",64166.23
"M83041",64164.69
"D83036",64118.68
"K84012",64096.97
"B83011",64095.8
"B81012",64094.95
"K81101",64065.69
"A81064",64045.76
"F84749",64016.84
"F84050",63992.1
"L81095",63983.75
"H85052",63968.08
"F81066",63968
"G82790",63905.1
"D81001",63904.8600000001
"K82044",63823.8199999999
"K84045",63814.1599999999
"B82099",63812.93
"P88043",63797.01
"C82676",63792.1
"M84044",63789.4500000001
"K81026",63785.76
"P92651",63767.9700000001
"D82060",63656.73
"H83005",63648.36
"G81052",63643.85
"H85070",63641.27
"M86007",63640.44
"E87005",63630.12
"M81078",63627.77
"B82018",63591.78
"J82214",63583.85
"B86041",63560.16
"E85127",63548.4800000001
"E87701",63503.96
"K82079",63491.29
"M81064",63462.26
"J84020",63425.93
"A89032",63402.39
"C84709",63396.82
"G83002",63394.48
"M83632",63394.0199999999
"J82077",63393.67
"P81674",63388.96
"A85012",63385.6
"B86065",63349.84
"K81048",63327.53
"P84033",63312.94
"P89027",63312.72
"C82045",63289.93
"C83641",63272.6
"F83652",63253.47
"G82004",63241.37
"C88074",63233.7800000001
"E85001",63225.6100000001
"B86104",63224.06
"P81113",63219.01
"E81632",63214.9
"G84030",63214.18
"F81102",63192.55
"L85005",63192.06
"L82014",63173.65
"G83015",63171.64
"P85615",63156.88
"A83029",63156.36
"C88022",63143.83
"D82618",63120.4999999999
"B87022",63094.87
"C82086",63079.33
"M83125",63030.12
"C81106",63020.2900000001
"P81707",63017.82
"M81077",63009.32
"M91028",62979.97
"C81013",62979.2
"N81100",62965.5000000001
"M83123",62945.32
"L83112",62932.5100000001
"P84650",62932.18
"A86041",62931.05
"G84033",62926
"P81204",62921.2
"E85114",62919.95
"A82022",62913.2
"A81033",62896.11
"E83037",62895.3700000001
"M89007",62885.77
"A81013",62874.89
"G82154",62846.83
"E84007",62815.56
"D81013",62812.42
"J81048",62805.13
"N81010",62778.6
"A89041",62761.81
"D83069",62753.07
"B82091",62732.29
"A82006",62723.07
"K84005",62719.58
"C85627",62708.43
"C87604",62702.62
"Y01929",62685.04
"G81651",62682.57
"H85055",62677.78
"K81057",62667.07
"F85013",62643.19
"E81007",62617.83
"K84048",62603.29
"H85002",62594.33
"E85681",62592.36
"G82143",62591.03
"G85029",62565.31
"E85707",62541.14
"F86005",62530.96
"M81014",62522.49
"B86070",62505.26
"G85726",62490.28
"L82617",62453.2000000001
"G85021",62446.76
"D81631",62441.62
"F81180",62413.96
"E85657",62345.54
"D81084",62305.29
"P88042",62301.53
"M92030",62292.05
"M84615",62279.2
"H81116",62278.47
"L81061",62275.4399999999
"E84005",62266.84
"M87037",62265.24
"M81079",62260.32
"A89025",62258.33
"G81047",62246.5200000001
"F81151",62220.33
"E82053",62190.71
"K82059",62183.59
"L81123",62140.99
"H85072",62122.46
"L82039",62110.55
"Y02707",62074.62
"M92006",62071.5
"H82031",62049.72
"F82038",62046.1299999999
"M82616",61988.04
"P92652",61939.8199999999
"P81683",61922.69
"M85178",61915.46
"C81089",61915.29
"P91615",61893.75
"E87029",61877.96
"E87739",61826.89
"F84115",61819.84
"E84042",61805.7
"E82132",61792.3
"G81044",61778.21
"N81023",61772.33
"L83039",61763.43
"G82768",61727.68
"L85053",61717.51
"P92642",61711.66
"N85017",61705.3700000001
"B86092",61642.75
"P85004",61633.05
"E85056",61601.74
"P81643",61598.43
"Y00347",61596.07
"M82048",61590.08
"H83027",61582.2199999999
"N85003",61576.79
"G85708",61566.91
"G83060",61564.27
"D81633",61516.4
"M81604",61515.35
"G82129",61493.48
"M82046",61477.48
"F82042",61470.86
"L82025",61461.0200000001
"F83660",61450.5699999999
"M91650",61440.72
"Y02826",61434.69
"P87014",61431.7499999999
"M83680",61428.65
"K84003",61399.66
"D83067",61395.42
"C86012",61376.49
"P85018",61367.54
"C83614",61335.71
"G82808",61312.27
"C83075",61307.44
"H85001",61303.56
"P86015",61303.2500000001
"E85716",61290.33
"Y02626",61270.56
"E81075",61234.13
"P85003",61220.8599999999
"K83068",61204.96
"F81142",61198.49
"J81077",61165.06
"N82003",61120.63
"E83600",61104.9900000001
"F84117",61096.33
"A83636",61083.08
"M84063",61080.5799999999
"F83665",61080.01
"J82079",61057.41
"P82022",61038.6599999999
"F81743",61021.44
"G82198",61018.4
"E82638",61017.19
"B86106",61007.6499999999
"G83062",60996.45
"M82033",60988.51
"F81749",60972.65
"F84735",60955.52
"G81084",60946.5
"M88031",60928.36
"B82006",60919.5
"E85050",60899.8099999999
"H85029",60898.1000000001
"L84006",60897.38
"N81123",60883.49
"E85126",60882.9799999999
"J81078",60876
"G84627",60835.28
"E85034",60827.87
"D82079",60821.82
"K82066",60818.78
"G81060",60748.85
"H81125",60740.03
"M81018",60735.08
"E85014",60729.85
"E81049",60728.3
"G84029",60707.16
"F81072",60681.03
"N83015",60678.12
"M91621",60672.08
"A82046",60658.89
"E84002",60652.77
"H84062",60628.8
"C83611",60612.67
"G82219",60606.94
"G83642",60574.57
"K81060",60566.83
"L83108",60557.14
"G82088",60533.6
"E82045",60482.44
"P82609",60479.57
"A89604",60473.51
"B85660",60454.75
"F86066",60442.54
"B85060",60439.44
"C81059",60432.98
"C82020",60397.35
"F82680",60360.53
"N82108",60357.64
"Y02422",60356.72
"M81009",60272.99
"H85006",60244.77
"F85031",60242.77
"H81002",60239.97
"K81046",60227.1
"L84024",60204.71
"L85051",60197.48
"M92609",60171.4300000001
"F83064",60171.07
"E85636",60159.53
"J83048",60124.65
"B86029",60099.59
"E83006",60091.55
"B86658",60058.91
"A85611",60020.12
"B85038",60017.05
"H81091",59997.43
"B85010",59991.69
"A81063",59979.87
"H81011",59970
"Y02321",59954.9600000001
"G85057",59953.19
"F83003",59930.8
"B82104",59907.34
"M85624",59855.85
"C84044",59850.87
"Y00437",59832.77
"G82152",59804.11
"F85684",59769.17
"J82208",59761.1
"M87002",59756.26
"A88608",59744.1
"F82646",59725.87
"M81080",59721.98
"M81055",59672.14
"H81039",59671.87
"K84062",59667.66
"A84039",59664.93
"D83045",59643.37
"N83041",59639.41
"G82810",59634.34
"J83052",59617.5
"A88005",59585.53
"N83050",59582.31
"M87025",59564.49
"M91647",59549.16
"P81117",59546.08
"N85047",59531.01
"C84020",59527.96
"G82138",59513.74
"J82646",59494.04
"K83035",59475.79
"G83013",59451.31
"P92028",59438.46
"H85054",59426.39
"E85120",59410.12
"P81704",59390.04
"L81010",59373.07
"D82087",59338.92
"N85625",59323.42
"B87036",59302.7
"L83655",59298.68
"A82646",59298.59
"J81069",59240.96
"H83022",59226.42
"P89602",59178.02
"L85044",59176.24
"M83048",59171.56
"H85034",59166.51
"B82088",59158.62
"N81091",59086.92
"K81633",59076.28
"H82100",59069.74
"M81025",59067.03
"B82003",59046.3099999999
"M88630",59020.8
"H83039",59011.47
"J83633",58959.82
"A82005",58958.28
"A85025",58942.12
"A81048",58893.85
"L83115",58881.45
"M83128",58874.25
"P88002",58857.18
"C82019",58841.64
"F83004",58832.05
"M92026",58823.32
"J82168",58815.52
"N83045",58805.79
"P88014",58784.5700000001
"D83022",58781.78
"L84606",58768.2899999999
"P84059",58746.09
"B81656",58723.63
"L83627",58706.26
"N81001",58701.04
"G81613",58679.42
"P87032",58671.1499999999
"L85018",58658.54
"N85629",58616.66
"B84014",58610.87
"N84041",58607.05
"D81066",58601.86
"J83023",58586.41
"M81081",58582.32
"B86100",58573.8499999999
"C82600",58572.11
"A88015",58559.75
"G81090",58556.19
"H83034",58542.63
"F81024",58536.96
"N82002",58474.91
"G85120",58414.07
